sl_no,slide_no,latitude,longitude,source_record,year,state,event_date_raw,event_date,movement_type,district,elevation_m,slope_deg,aspect_deg,historical_landslide_count,unique_landslide_locations,aspect_sin,aspect_cos,nearest_road_km,nearest_settlement_km,road_exposure_score,settlement_exposure_score,exposure_score,priority_score,priority_level
35363,UK/UTT/53J01/2015/1577,30.844556,78.091944,35363 UK/UTT/53J01/2015/1577 Uttarakhand Uttarkashi 30.844556 78.091944 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1371.324462890625,42.21816732198663,261.30618520117054,686.0,668.0,-0.9885102099758892,-0.1511541093501048,,,0,0,0.0,45.736347932152185,MONITOR
35364,UK/UTT/53J05/2015/1810,30.844722,78.439444,35364 UK/UTT/53J05/2015/1810 Uttarakhand Uttarkashi 30.844722 78.439444 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1912.73095703125,50.26014477593983,216.989195515797,686.0,668.0,-0.6016644107010731,-0.7987489824066948,,,0,0,0.0,54.448490173934815,HIGH PRIORITY
35365,UK/UTT/53J05/2015/1811,30.844722,78.443056,35365 UK/UTT/53J05/2015/1811 Uttarakhand Uttarkashi 30.844722 78.443056 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1809.6617431640625,22.34721912760733,188.816537608702,686.0,668.0,-0.1532710679200409,-0.9881841831048755,,,0,0,0.0,24.20948738824128,ROUTINE
35366,UK/UTT/53J05/2015/1805,30.844833,78.433611,35366 UK/UTT/53J05/2015/1805 Uttarakhand Uttarkashi 30.844833 78.433611 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1881.669189453125,28.6050552320026,339.1311931405799,686.0,668.0,-0.3562293440676103,0.9343985522383692,,,0,0,0.0,30.988809834669482,MONITOR
35368,UK/UTT/53J01/2015/1576,30.845056,78.091889,35368 UK/UTT/53J01/2015/1576 Uttarakhand Uttarkashi 30.845056 78.091889 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1376.8797607421875,38.681868016887215,263.6328965417339,686.0,668.0,-0.9938317555764964,-0.1108983390666378,,,0,0,0.0,41.90535701829449,MONITOR
35369,UK/UTT/53J01/2015/1438,30.845158,78.248864,35369 UK/UTT/53J01/2015/1438 Uttarakhand Uttarkashi 30.845158 78.248864 Rock Slide 2013,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1341.0565185546875,18.0741500030163,114.89094434006664,686.0,668.0,0.9071105481279128,-0.4208924488216409,,,0,0,0.0,19.580329169934327,ROUTINE
35370,UK/UTT/53J05/2015/1696,30.845278,78.271667,35370 UK/UTT/53J05/2015/1696 Uttarakhand Uttarkashi Rishikesh-Gangotri NH-94 30.845278 78.271667 Rock Slide 1990,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1297.0909423828125,4.813594235908539,199.68741346861347,686.0,668.0,-0.3368884314177546,-0.9415445739724088,,,0,0,0.0,5.214727088900918,ROUTINE
35371,UK/UTT/53J05/2015/1808,30.845417,78.4365,35371 UK/UTT/53J05/2015/1808 Uttarakhand Uttarkashi 30.845417 78.4365 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1827.955810546875,19.21502553376485,345.94638888121,686.0,668.0,-0.2428296860945407,0.9700689375251776,,,0,0,0.0,20.816277661578592,ROUTINE
35372,UK/UTT/53J01/2015/1575,30.845611,78.092028,35372 UK/UTT/53J01/2015/1575 Uttarakhand Uttarkashi 30.845611 78.092028 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1386.3350830078125,46.87018383003921,263.097634536958,686.0,668.0,-0.9927523812197712,-0.1201778248366721,,,0,0,0.0,50.77603248254248,HIGH PRIORITY
35373,UK/UTT/53J05/2015/1694,30.845694,78.273222,35373 UK/UTT/53J05/2015/1694 Uttarakhand Uttarkashi NH-134 30.845694 78.273222 Rock Slide 2008,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1304.23291015625,6.821078974043052,171.60730320924313,686.0,668.0,0.1459569297313541,-0.9892909454065556,,,0,0,0.0,7.389502221879974,ROUTINE
35374,UK/UTT/53J01/2015/1571,30.845743,78.084237,35374 UK/UTT/53J01/2015/1571 Uttarakhand Uttarkashi 30.845743 78.084237 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1344.88330078125,34.762123304737905,74.74005574605496,686.0,668.0,0.9647416576073888,0.2631986589573511,,,0,0,0.0,37.65896691346606,MONITOR
35375,UK/UTT/53J09/2015/938,30.845833,78.608333,35375 UK/UTT/53J09/2015/938 Uttarakhand Uttarkashi Along Saundhar gad near Barsu 30.845833 78.608333 Debris Composite 2013,2015.0,Uttarakhand,,,,Uttarkashi,2120.253173828125,19.847488520557945,72.75369620116226,686.0,668.0,0.9550390726279294,0.2964799651814345,,,0,0,0.0,21.501445897271108,ROUTINE
35376,UK/UTT/53J01/2015/1574,30.846283,78.09154,35376 UK/UTT/53J01/2015/1574 Uttarakhand Uttarkashi 30.846283 78.09154 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1375.0037841796875,36.52124336192469,237.8793624873336,686.0,668.0,-0.8469304606270351,-0.5317036720411832,,,0,0,0.0,39.56468030875175,MONITOR
35377,UK/UTT/53J01/2015/1512,30.846688,78.221297,35377 UK/UTT/53J01/2015/1512 Uttarakhand Uttarkashi 30.846688 78.221297 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1531.22607421875,32.25813852227342,228.10872318721096,686.0,668.0,-0.7444132140010544,-0.6677192275355117,,,0,0,0.0,34.946316732462876,MONITOR
35378,UK/DEH/53F13/2015/402,30.846861,77.832528,35378 UK/DEH/53F13/2015/402 Uttarakhand Dehradun Bhadraouli - Palasu 30.846861 77.832528 Debris Slide NA,2015.0,Uttarakhand,,,Debris Slide,Dehradun,,,,379.0,379.0,,,,,0,0,0.0,0.0,ROUTINE
35379,UK/UTT/53J05/2015/1704,30.846891,78.251557,35379 UK/UTT/53J05/2015/1704 Uttarakhand Uttarkashi 30.846891 78.251557 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1304.052490234375,31.55992657145024,327.42878532241565,686.0,668.0,-0.5383474700816407,0.8427229683927554,,,0,0,0.0,34.18992045240443,MONITOR
35380,UK/UTT/53J01/2015/1573,30.846946,78.091083,35380 UK/UTT/53J01/2015/1573 Uttarakhand Uttarkashi 30.846946 78.091083 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1363.770751953125,41.94735831758775,243.56928735984863,686.0,668.0,-0.8954732907951367,-0.4451152496517375,,,0,0,0.0,45.44297151072007,MONITOR
35381,UK/UTT/53J01/2015/1517,30.847139,78.210833,35381 UK/UTT/53J01/2015/1517 Uttarakhand Uttarkashi 30.847139 78.210833 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1285.8109130859375,3.1056195984670945,161.13917443094215,686.0,668.0,0.3232704824036251,-0.9463066073987476,,,0,0,0.0,3.364421231672686,ROUTINE
35382,UK/UTT/53J05/2015/1807,30.847183,78.434089,35382 UK/UTT/53J05/2015/1807 Uttarakhand Uttarkashi 30.847183 78.434089 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1958.8482666015625,41.55194366152191,168.74591978582043,686.0,668.0,0.1951601663518826,-0.9807713849157232,,,0,0,0.0,45.01460563331541,MONITOR
35383,UK/UTT/53J01/2015/1516,30.8475,78.210278,35383 UK/UTT/53J01/2015/1516 Uttarakhand Uttarkashi 30.8475 78.210278 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1289.45068359375,11.020908320451968,58.07016521809607,686.0,668.0,0.8486964066842799,0.5288803355024568,,,0,0,0.0,11.939317347156297,ROUTINE
35384,UK/UTT/53J05/2015/1693,30.8475,78.276667,35384 UK/UTT/53J05/2015/1693 Uttarakhand Uttarkashi Rishikesh-Gangotri NH-94 30.8475 78.276667 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1346.6082763671875,34.69761408922462,146.5056290822605,686.0,668.0,0.5518550566858864,-0.8339400436543487,,,0,0,0.0,37.58908192999334,MONITOR
35385,UK/UTT/53J01/2015/1514,30.84771,78.211768,35385 UK/UTT/53J01/2015/1514 Uttarakhand Uttarkashi 30.84771 78.211768 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1333.592041015625,35.63125490012237,230.26808006352616,686.0,668.0,-0.7690435730123695,-0.6391963570049256,,,0,0,0.0,38.600526141799236,MONITOR
35386,UK/UTT/53J05/2015/1699,30.847754,78.252552,35386 UK/UTT/53J05/2015/1699 Uttarakhand Uttarkashi 30.847754 78.252552 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1353.6788330078125,37.18864934769078,256.9990809463321,686.0,668.0,-0.974366456329683,-0.2249666837101352,,,0,0,0.0,40.28770345999834,MONITOR
35399,UK/UTT/53J01/2015/1572,30.848763,78.090337,35399 UK/UTT/53J01/2015/1572 Uttarakhand Uttarkashi 30.848763 78.090337 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1358.7364501953125,43.8977277744224,234.0670090333392,686.0,668.0,-0.8097038723966241,-0.5868386822849286,,,0,0,0.0,47.55587175562427,MONITOR
35400,UK/UTT/53J05/2015/1700,30.848889,78.250833,35400 UK/UTT/53J05/2015/1700 Uttarakhand Uttarkashi 30.848889 78.250833 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1301.6224365234375,15.6714055744977,221.47893038804224,686.0,668.0,-0.6623445868609226,-0.7491993381310703,,,0,0,0.0,16.977356039039176,ROUTINE
35401,UK/UTT/53J09/2015/934,30.848989,78.637463,35401 UK/UTT/53J09/2015/934 Uttarakhand Uttarkashi Rishikesh-Gangotri road 30.848989 78.637463 Debris Flow NA,2015.0,Uttarakhand,,,Debris Flow,Uttarkashi,1694.66064453125,17.733740583477424,127.49132850236174,686.0,668.0,0.793445464924514,-0.6086413510358312,,,0,0,0.0,19.211552298767213,ROUTINE
35403,UK/UTT/53J05/2015/1809,30.850472,78.433878,35403 UK/UTT/53J05/2015/1809 Uttarakhand Uttarkashi 30.850472 78.433878 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,2180.1357421875,42.62167984807865,226.2166195044175,686.0,668.0,-0.7219609642915643,-0.6919337873230318,,,0,0,0.0,46.173486502085204,MONITOR
35404,UK/DEH/53F13/2015/395,30.850549,77.815659,35404 UK/DEH/53F13/2015/395 Uttarakhand Dehradun Palasu -Bhandrouli -Atal 30.850549 77.815659 Debris Slide NA,2015.0,Uttarakhand,,,Debris Slide,Dehradun,,,,379.0,379.0,,,,,0,0,0.0,0.0,ROUTINE
35405,UK/BAG/53N16/2018/01,30.85055,76.998017,35405 UK/BAG/53N16/2018/01 Uttarakhand Bageshwar Kuwari rock slide (very less debris) Kuwari village 30.85055 76.998017 Rock Slide NA,2018.0,Uttarakhand,,,Rock Slide,Solan,,,,869.0,834.0,,,,,0,0,0.0,0.0,ROUTINE
35406,UK/UTT/53J05/2015/1806,30.850551,78.429698,35406 UK/UTT/53J05/2015/1806 Uttarakhand Uttarkashi 30.850551 78.429698 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,2005.9927978515625,44.68774073789979,159.1141841874587,686.0,668.0,0.3565067160087192,-0.934292760027968,,,0,0,0.0,48.41171913272477,MONITOR
35407,UK/UTT/53J05/2015/1692,30.850889,78.283944,35407 UK/UTT/53J05/2015/1692 Uttarakhand Uttarkashi Rishikesh-Gangotri NH-94 30.850889 78.283944 Rock Slide 2012,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1409.868408203125,49.42011527793005,252.028437198386,686.0,668.0,-0.9512097713109398,-0.308544925355433,,,0,0,0.0,53.53845821775756,HIGH PRIORITY
35408,UK/BAG/53N16/2018/02,30.851617,76.999167,35408 UK/BAG/53N16/2018/02 Uttarakhand Bageshwar Kuwari rock cum debris slide Kuwari village 30.851617 76.999167 Rock cum debris Slide NA,2018.0,Uttarakhand,,,Debris Slide,Solan,,,,869.0,834.0,,,,,0,0,0.0,0.0,ROUTINE
35409,UK/UTT/53J05/2015/1818,30.85226,78.47213,35409 UK/UTT/53J05/2015/1818 Uttarakhand Uttarkashi 30.85226 78.47213 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,2466.55126953125,41.90491706853751,165.38488879674696,686.0,668.0,0.2523245733325497,-0.967642655990602,,,0,0,0.0,45.39699349091564,MONITOR
35410,UK/UTT/53J01/2015/1521,30.853093,78.198299,35410 UK/UTT/53J01/2015/1521 Uttarakhand Uttarkashi 30.853093 78.198299 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1371.4298095703125,20.558819973265432,57.481947410919474,686.0,668.0,0.8432221131403571,0.5375653150186597,,,0,0,0.0,22.272054971037548,ROUTINE
35411,UK/BAG/53N16/2018/04,30.8531,77.001617,35411 UK/BAG/53N16/2018/04 Uttarakhand Bageshwar Kuwari rockslide 4 Kuwari village 30.8531 77.001617 Rock Slide NA,2018.0,Uttarakhand,,,Rock Slide,Solan,,,,869.0,834.0,,,,,0,0,0.0,0.0,ROUTINE
35412,UK/UTT/53J01/2015/1452,30.85375,78.244861,35412 UK/UTT/53J01/2015/1452 Uttarakhand Uttarkashi 30.85375 78.244861 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1378.19287109375,25.290698018191407,37.40262741899346,686.0,668.0,0.6074122686450953,0.7943867671980812,,,0,0,0.0,27.398256186374024,MONITOR
35413,UK/UTT/53J01/2015/1519,30.853911,78.198449,35413 UK/UTT/53J01/2015/1519 Uttarakhand Uttarkashi 30.853911 78.198449 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1356.2694091796875,30.995390177398207,60.20177373852516,686.0,668.0,0.8677808380629364,0.4969470968732867,,,0,0,0.0,33.57833935884806,MONITOR
35414,UK/UTT/53J05/2015/1690,30.854444,78.281667,35414 UK/UTT/53J05/2015/1690 Uttarakhand Uttarkashi Rishikesh-Gangotri NH-94 30.854444 78.281667 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1401.0443115234375,43.2422172552139,127.83597915356836,686.0,668.0,0.7897699787512164,-0.6134031143247508,,,0,0,0.0,46.84573535981506,MONITOR
35415,UK/UTT/53J05/2015/1688,30.854611,78.285389,35415 UK/UTT/53J05/2015/1688 Uttarakhand Uttarkashi Rishikesh-Gangotri NH-94 30.854611 78.285389 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1374.456298828125,36.9244710519942,327.59486885519533,686.0,668.0,-0.5359024069310013,0.8442799359487109,,,0,0,0.0,40.001510306327056,MONITOR
35416,UK/UTT/53J01/2015/1518,30.854722,78.199583,35416 UK/UTT/53J01/2015/1518 Uttarakhand Uttarkashi 30.854722 78.199583 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1351.8466796875,11.785467056941698,138.82960527308114,686.0,668.0,0.6583005922799015,-0.7527551595332515,,,0,0,0.0,12.767589311686839,ROUTINE
35418,UK/UTT/53J01/2015/1520,30.855278,78.199389,35418 UK/UTT/53J01/2015/1520 Uttarakhand Uttarkashi 30.855278 78.199389 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1360.7203369140625,10.32686494480818,139.4958343738765,686.0,668.0,0.6495033310863286,-0.7603587461900881,,,0,0,0.0,11.187437023542195,ROUTINE
35419,UK/UTT/53J05/2015/1689,30.855278,78.281944,35419 UK/UTT/53J05/2015/1689 Uttarakhand Uttarkashi 30.855278 78.281944 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1432.1058349609375,39.60428369047853,120.66923099437554,686.0,668.0,0.8601263195873202,-0.5100810860570809,,,0,0,0.0,42.90464066468508,MONITOR
35420,UK/UTT/53J01/2015/1570,30.855451,78.08713,35420 UK/UTT/53J01/2015/1570 Uttarakhand Uttarkashi 30.855451 78.08713 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1362.7950439453125,33.92405505781788,221.2513536354165,686.0,668.0,-0.6593635774284027,-0.7518242299639051,,,0,0,0.0,36.75105964596937,MONITOR
35421,UK/UTT/53J05/2015/1815,30.855516,78.438631,35421 UK/UTT/53J05/2015/1815 Uttarakhand Uttarkashi 30.855516 78.438631 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,2254.838623046875,40.60025063817839,139.43560431731566,686.0,668.0,0.6503022709161402,-0.7596755599868348,,,0,0,0.0,43.983604858026595,MONITOR
35422,UK/UTT/53J09/2015/931,30.855556,78.636944,35422 UK/UTT/53J09/2015/931 Uttarakhand Uttarkashi Sanglayee-Kujjan road 30.855556 78.636944 Debris Fall NA,2015.0,Uttarakhand,,,Fall,Uttarkashi,2026.6016845703125,36.78857961762455,120.2090848909832,686.0,668.0,0.8641950316129186,-0.5031569808077264,,,0,0,0.0,39.85429458575993,MONITOR
35423,UK/UTT/53J05/2015/1812,30.855758,78.440762,35423 UK/UTT/53J05/2015/1812 Uttarakhand Uttarkashi 30.855758 78.440762 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,2138.929931640625,36.24070376350261,116.45147780094896,686.0,668.0,0.8953119131308725,-0.4454397582231933,,,0,0,0.0,39.26076241046116,MONITOR
35424,UK/UTT/53J01/2015/1562,30.856389,78.072222,35424 UK/UTT/53J01/2015/1562 Uttarakhand Uttarkashi 30.856389 78.072222 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1569.378173828125,31.21323197542328,6.243420134699193,686.0,668.0,0.1087527163924782,0.9940688339734112,,,0,0,0.0,33.81433464004189,MONITOR
35425,UK/UTT/53J01/2015/1492,30.856428,78.246646,35425 UK/UTT/53J01/2015/1492 Uttarakhand Uttarkashi 30.856428 78.246646 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1393.158447265625,51.68709809191281,231.69134485244751,686.0,668.0,-0.7846827372493627,-0.6198975736868534,,,0,0,0.0,55.994356266238874,HIGH PRIORITY
35426,UK/UTT/53J09/2015/932,30.856602,78.634832,35426 UK/UTT/53J09/2015/932 Uttarakhand Uttarkashi Kujjan-Surge ShAlluvial flood 30.856602 78.634832 Debris Fall NA plaint road,2015.0,Uttarakhand,,,Fall,Uttarkashi,2147.012451171875,43.43429913115135,215.393592012499,686.0,668.0,-0.5791900044357638,-0.815192577715045,,,0,0,0.0,47.053824058747296,MONITOR
35427,UK/UTT/53J05/2015/1687,30.856728,78.287591,35427 UK/UTT/53J05/2015/1687 Uttarakhand Uttarkashi Rishikesh-Gangotri NH-94 30.856728 78.287591 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1427.4482421875,30.41691184268044,280.4698432750721,686.0,668.0,-0.9833506881440224,0.1817179796461481,,,0,0,0.0,32.95165449623715,MONITOR
35428,UK/UTT/53J01/2015/1490,30.857641,78.235581,35428 UK/UTT/53J01/2015/1490 Uttarakhand Uttarkashi 30.857641 78.235581 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1731.34326171875,36.83117324686258,87.53670249955269,686.0,668.0,0.999075958287852,0.0429794086884696,,,0,0,0.0,39.900437684101135,MONITOR
35429,UK/UTT/53J01/2015/1529,30.857778,78.208611,35429 UK/UTT/53J01/2015/1529 Uttarakhand Uttarkashi 30.857778 78.208611 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1431.1734619140625,34.24064590551183,275.93490664333126,686.0,668.0,-0.9946400076207248,0.1033985262962882,,,0,0,0.0,37.09403306430449,MONITOR
35431,UK/UTT/53J09/2015/933,30.85801,78.646741,35431 UK/UTT/53J09/2015/933 Uttarakhand Uttarkashi Rishikesh-Gangotri road 30.85801 78.646741 Debris Flow NA,2015.0,Uttarakhand,,,Debris Flow,Uttarkashi,1749.0013427734375,39.91829381609568,114.8141990129348,686.0,668.0,0.9076735022422604,-0.4196770345483172,,,0,0,0.0,43.24481830077031,MONITOR
35432,UK/UTT/53J09/2015/943,30.858056,78.623333,35432 UK/UTT/53J09/2015/943 Uttarakhand Uttarkashi L/b of Thirang Nala 30.858056 78.623333 Debris Fall 2013,2015.0,Uttarakhand,,,Fall,Uttarkashi,2083.79150390625,35.44718507922778,228.71049878212503,686.0,668.0,-0.7513850584843919,-0.6598639965071643,,,0,0,0.0,38.40111716916343,MONITOR
35433,UK/UTT/53J01/2015/1488,30.858417,78.235619,35433 UK/UTT/53J01/2015/1488 Uttarakhand Uttarkashi 30.858417 78.235619 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1715.6728515625,33.320727081713095,67.21462235112801,686.0,668.0,0.9219620187106676,0.3872803068256257,,,0,0,0.0,36.097454338522525,MONITOR
35434,UK/UTT/53J01/2015/1493,30.858889,78.246667,35434 UK/UTT/53J01/2015/1493 Uttarakhand Uttarkashi 30.858889 78.246667 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1446.2728271484375,27.738533085115385,237.64728313538453,686.0,668.0,-0.8447698270747346,-0.5351298340254662,,,0,0,0.0,30.050077508875003,MONITOR
35435,UK/UTT/53J01/2015/1569,30.859169,78.085063,35435 UK/UTT/53J01/2015/1569 Uttarakhand Uttarkashi 30.859169 78.085063 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1356.8739013671875,30.644371185458056,241.4585246788085,686.0,668.0,-0.878471476321409,-0.4777947941215812,,,0,0,0.0,33.198068784246225,MONITOR
35436,UK/UTT/53J01/2015/1451,30.859404,78.247945,35436 UK/UTT/53J01/2015/1451 Uttarakhand Uttarkashi 30.859404 78.247945 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1539.5836181640625,21.161687017767303,242.87605353469155,686.0,668.0,-0.8900223343033682,-0.4559169271272822,,,0,0,0.0,22.92516093591458,ROUTINE
35437,UK/UTT/53J05/2015/1686,30.859577,78.288161,35437 UK/UTT/53J05/2015/1686 Uttarakhand Uttarkashi Rishikesh-Gangotri NH-94 30.859577 78.288161 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1540.0308837890625,30.238211394752568,238.46933231867385,686.0,668.0,-0.8523603738203946,-0.5229548672120349,,,0,0,0.0,32.758062344315285,MONITOR
35438,UK/UTT/53J01/2015/1561,30.859722,78.069194,35438 UK/UTT/53J01/2015/1561 Uttarakhand Uttarkashi 30.859722 78.069194 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1555.111572265625,36.21230823043745,85.66490353203272,686.0,668.0,0.9971390183097156,0.0755895373999391,,,0,0,0.0,39.2300005829739,MONITOR
35439,UK/UTT/53J01/2015/1449,30.859782,78.239581,35439 UK/UTT/53J01/2015/1449 Uttarakhand Uttarkashi 30.859782 78.239581 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1442.975341796875,32.37073523281689,70.13666986106227,686.0,668.0,0.9405057806705078,0.3397776869150747,,,0,0,0.0,35.0682965022183,MONITOR
35441,UK/UTT/53J09/2015/930,30.860278,78.643611,35441 UK/UTT/53J09/2015/930 Uttarakhand Uttarkashi Sanglayee-Kujjan road 30.860278 78.643611 Debris Slide NA,2015.0,Uttarakhand,,,Debris Slide,Uttarkashi,2068.951904296875,34.94059138614053,145.858088691248,686.0,668.0,0.561244562645115,-0.8276500111165912,,,0,0,0.0,37.852307334985575,MONITOR
35442,UK/UTT/53J05/2015/1685,30.860312,78.287489,35442 UK/UTT/53J05/2015/1685 Uttarakhand Uttarkashi Rishikesh-Gangotri NH-94 30.860312 78.287489 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1480.382080078125,43.24332107374888,272.0536820260986,686.0,668.0,-0.999357690054856,0.0358358386007968,,,0,0,0.0,46.84693116322796,MONITOR
35443,UK/UTT/53J05/2015/1684,30.860719,78.287372,35443 UK/UTT/53J05/2015/1684 Uttarakhand Uttarkashi Rishikesh-Gangotri NH-94 30.860719 78.287372 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1480.3599853515625,33.38136935327906,258.61520539294605,686.0,668.0,-0.980323595230878,-0.1973971849687982,,,0,0,0.0,36.16315013271898,MONITOR
35444,UK/UTT/53J01/2015/1532,30.86076,78.214013,35444 UK/UTT/53J01/2015/1532 Uttarakhand Uttarkashi 30.86076 78.214013 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1591.7113037109375,29.34039938248148,306.488491308801,686.0,668.0,-0.8039763232137613,0.5946613084030956,,,0,0,0.0,31.785432664354936,MONITOR
35445,UK/UTT/53J01/2015/1450,30.860906,78.247715,35445 UK/UTT/53J01/2015/1450 Uttarakhand Uttarkashi 30.860906 78.247715 Rock Slide 2013,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1557.4539794921875,25.126635792956204,281.633451482884,686.0,668.0,-0.9794576856182954,0.2016498006030564,,,0,0,0.0,27.220522109035887,MONITOR
35446,UK/UTT/53J01/2015/1531,30.861148,78.216514,35446 UK/UTT/53J01/2015/1531 Uttarakhand Uttarkashi 30.861148 78.216514 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1674.3310546875,27.70039667781336,271.39962515158896,686.0,668.0,-0.9997016496033796,0.024425637766117,,,0,0,0.0,30.00876306763114,MONITOR
35447,UK/UTT/53J01/2015/1453,30.861364,78.238401,35447 UK/UTT/53J01/2015/1453 Uttarakhand Uttarkashi 30.861364 78.238401 Rock Slide 2013,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1478.613525390625,41.494127244454056,70.2315897507275,686.0,668.0,0.9410673874524628,0.3382191187283719,,,0,0,0.0,44.95197118149189,MONITOR
35448,UK/UTT/53J01/2015/1527,30.861389,78.202778,35448 UK/UTT/53J01/2015/1527 Uttarakhand Uttarkashi 30.861389 78.202778 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1481.030029296875,24.765438699260795,124.53233481143845,686.0,668.0,0.8238064066515632,-0.5668712414295148,,,0,0,0.0,26.829225257532528,MONITOR
35449,UK/UTT/53J01/2015/1526,30.861667,78.203056,35449 UK/UTT/53J01/2015/1526 Uttarakhand Uttarkashi 30.861667 78.203056 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1480.2110595703125,19.3654400467782,132.8032999447155,686.0,668.0,0.7336907309316841,-0.6794835622330617,,,0,0,0.0,20.979226717343053,ROUTINE
35450,UK/UTT/53J01/2015/1528,30.862618,78.204248,35450 UK/UTT/53J01/2015/1528 Uttarakhand Uttarkashi 30.862618 78.204248 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1550.5745849609375,24.71086252181309,186.1045076915771,686.0,668.0,-0.1063422996100499,-0.9943295808300416,,,0,0,0.0,26.770101065297517,MONITOR
35451,UK/UTT/53J05/2015/1682,30.862929,78.295156,35451 UK/UTT/53J05/2015/1682 Uttarakhand Uttarkashi Rishikesh-Gangotri NH-94 30.862929 78.295156 Rock Slide NA,2015.0,Uttarakhand,,,Rock Slide,Uttarkashi,1464.817138671875,37.45328288616536,355.6233085054012,686.0,668.0,-0.0763134105970948,0.997083879803018,,,0,0,0.0,40.574389793345816,MONITOR
